Emotions,Path,Source,MFCC_Image_Path,MFCC_Image_Path_10db_AWGN,MFCC_Image_Path_20db_AWGN
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F016.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F016.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F016.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F016.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F017.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F017.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F017.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F017.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F018.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F018.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F018.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F018.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F019.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F019.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F019.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F019.png
happy,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F022.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F022.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F022.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F022.png
happy,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F025.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F025.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F025.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F025.png
happy,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F026.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F026.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F026.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F026.png
happy,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F027.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F027.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F027.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F027.png
happy,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F028.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F028.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F028.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F028.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M000.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M000.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M000.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M000.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M001.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M001.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M001.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M001.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M002.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M002.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M002.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M002.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M003.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M003.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M003.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M003.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M004.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M004.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M004.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M004.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M005.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M005.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M005.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M005.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M006.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M006.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M006.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M006.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M007.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M007.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M007.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M007.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M008.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M008.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M008.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M008.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M009.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M009.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M009.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M009.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M010.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M010.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M010.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M010.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M011.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M011.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M011.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M011.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M012.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M012.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M012.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M012.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M013.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M013.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M013.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M013.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M014.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M014.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M014.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M014.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M015.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M015.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M015.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M015.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M016.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M016.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M016.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M016.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M017.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M017.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M017.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M017.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M018.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M018.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M018.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M018.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M019.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M019.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M019.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M019.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M020.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M020.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M020.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M020.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M021.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M021.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M021.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M021.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M022.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M022.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M022.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M022.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M023.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M023.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M023.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M023.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M024.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M024.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M024.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M024.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M025.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M025.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M025.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M025.png
happy,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M026.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M026.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M026.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M026.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M027.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M027.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M027.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M027.png
happy,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M028.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M028.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M028.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M028.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F000.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F000.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F000.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F000.png
happy,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F001.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F001.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F001.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F001.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F003.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F003.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F003.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F003.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F006.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F006.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F006.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F006.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F007.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F007.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F007.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F007.png
happy,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F009.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F009.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F009.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F009.png
sad,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F010.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F010.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F010.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F010.png
happy,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F012.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F012.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F012.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F012.png
sad,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F016.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F016.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F016.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F016.png
sad,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F019.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F019.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F019.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F019.png
sad,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F020.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F020.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F020.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F020.png
sad,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F021.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F021.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F021.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F021.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F022.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F022.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F022.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F022.png
sad,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F023.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F023.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F023.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F023.png
sad,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F024.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F024.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F024.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F024.png
sad,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F025.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F025.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F025.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F025.png
happy,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F027.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F027.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F027.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F027.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_M003.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_M003.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_M003.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_M003.png
happy,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_M013.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_M013.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_M013.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_M013.png
sad,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_M019.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_M019.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_M019.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_M019.png
sad,/content/DSER-MIDCA/data/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_M020.wav,IEMOCAP,mfcc_images/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_M020.png,mfcc_images_10db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_M020.png,mfcc_images_20db/IEMOCAP/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_M020.png
